,TEAM,TEAM A,TEAM B,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,MICHELSEN.OSKAR,SULLIVAN.BRIAN,403:31,664.16,65.1414,0.04,0.1008,0.86,1.1865,0.99,1.0857,0.21,0.5647,0.95,0.4959,0.98,0.1355,0.99,0.2894,0.52,0.272,0.06,0.5097,0.49,0.3327,0.88,0.1496,0.05,0.2898,0.45,0.3558,0.34
11,DAVIDSON,ALDRIDGE.PEYTON,MICHELSEN.OSKAR,401:58,683.76,67.3915,0.23,0.1474,0.96,1.2007,0.99,1.0533,0.39,0.5733,0.97,0.4928,0.98,0.1448,0.98,0.2963,0.6,0.248,0.02,0.4836,0.86,0.3218,0.93,0.1603,0.12,0.312,0.19,0.391,0.16
12,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,365:04,620.8,67.9277,0.31,0.1094,0.86,1.1791,0.98,1.0697,0.29,0.5284,0.74,0.4273,0.82,0.1224,0.99,0.3043,0.66,0.3457,0.6,0.5084,0.5,0.3327,0.88,0.1584,0.11,0.287,0.49,0.329,0.52
13,DAVIDSON,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,337:12,533.28,64.7834,0.03,0.1482,0.96,1.1476,0.96,0.9994,0.81,0.535,0.8,0.4671,0.95,0.1538,0.95,0.3171,0.78,0.3439,0.58,0.4779,0.89,0.3394,0.83,0.1719,0.27,0.2949,0.39,0.257,0.94
14,DAVIDSON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,316:17,514.24,66.5316,0.13,0.0988,0.84,1.1473,0.96,1.0485,0.42,0.5581,0.94,0.4533,0.91,0.1595,0.9,0.2784,0.41,0.3326,0.49,0.499,0.66,0.3534,0.72,0.1639,0.16,0.3074,0.23,0.2786,0.87
15,DAVIDSON,EKWU.NATHAN,KALINOSKI.TYLER,316:08,508.8,66.0177,0.08,0.1392,0.95,1.1517,0.96,1.0126,0.72,0.5458,0.89,0.4444,0.88,0.1454,0.98,0.2884,0.51,0.2614,0.04,0.4865,0.82,0.2944,0.99,0.1853,0.53,0.2924,0.42,0.364,0.31
16,DAVIDSON,BARHAM.JORDAN,MICHELSEN.OSKAR,281:51,471.32,67.4021,0.25,0.1504,0.97,1.2709,0.99,1.1205,0.06,0.5922,0.99,0.4816,0.98,0.1209,0.99,0.3167,0.77,0.2949,0.18,0.5395,0.15,0.3259,0.91,0.1493,0.05,0.272,0.71,0.363,0.31
17,DAVIDSON,EKWU.NATHAN,SULLIVAN.BRIAN,274:47,439.6,65.7489,0.07,0.1044,0.86,1.1192,0.91,1.0148,0.71,0.5312,0.77,0.4468,0.89,0.1479,0.97,0.2664,0.3,0.2987,0.2,0.4747,0.91,0.298,0.98,0.167,0.21,0.2908,0.43,0.351,0.37
18,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,230:11,378.64,66.5183,0.13,0.0607,0.75,1.1013,0.84,1.0406,0.48,0.5205,0.65,0.4474,0.89,0.1585,0.91,0.2906,0.53,0.2368,0.01,0.4787,0.88,0.3009,0.98,0.1708,0.26,0.3125,0.18,0.3891,0.17
19,DAVIDSON,GIBBS.JACK,MICHELSEN.OSKAR,230:03,395.4,69.2452,0.47,0.1132,0.89,1.1533,0.96,1.0401,0.48,0.5322,0.78,0.4482,0.89,0.1442,0.98,0.3146,0.76,0.3081,0.27,0.5088,0.5,0.3569,0.67,0.1696,0.25,0.2648,0.79,0.3481,0.38
20,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,220:07,352.2,66.16,0.08,0.1853,0.97,1.1811,0.99,0.9958,0.83,0.5414,0.86,0.4509,0.9,0.142,0.98,0.3122,0.74,0.2454,0.02,0.4712,0.92,0.3355,0.86,0.1757,0.34,0.2802,0.58,0.3962,0.15
21,DAVIDSON,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,216:37,355.92,66.5926,0.13,0.0381,0.67,1.0648,0.66,1.0268,0.61,0.5181,0.63,0.4671,0.95,0.1798,0.58,0.2819,0.44,0.3059,0.26,0.4923,0.74,0.365,0.6,0.1542,0.07,0.2808,0.58,0.2669,0.91
22,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,211:23,347.72,66.1915,0.08,0.1804,0.97,1.1245,0.92,0.9441,0.98,0.545,0.89,0.4667,0.95,0.1841,0.5,0.3143,0.76,0.2933,0.17,0.4342,0.99,0.3323,0.88,0.1882,0.59,0.3442,0.03,0.2821,0.85
23,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,199:51,326.16,67.795,0.28,0.1126,0.89,1.1344,0.93,1.0218,0.66,0.5234,0.69,0.4029,0.71,0.1625,0.89,0.3254,0.84,0.4101,0.93,0.4902,0.78,0.3583,0.66,0.1665,0.21,0.2842,0.53,0.2769,0.87
24,DAVIDSON,SULLIVAN.BRIAN,WATKINS.JORDAN,183:29,301.84,67.2044,0.22,0.3536,0.99,1.3086,0.99,0.955,0.96,0.6115,0.99,0.4731,0.96,0.1325,0.99,0.3133,0.75,0.4269,0.97,0.4483,0.98,0.2989,0.98,0.1885,0.59,0.3068,0.25,0.41,0.1
25,DAVIDSON,KALINOSKI.TYLER,WATKINS.JORDAN,172:11,271.76,64.9535,0.03,0.2827,0.99,1.2658,0.99,0.9831,0.9,0.5935,0.99,0.435,0.84,0.1251,0.99,0.3028,0.64,0.3211,0.39,0.4915,0.77,0.2979,0.98,0.2196,0.95,0.3333,0.06,0.366,0.3
26,DAVIDSON,ALDRIDGE.PEYTON,WATKINS.JORDAN,153:48,247.88,65.8562,0.07,0.2421,0.99,1.2385,0.99,0.9964,0.83,0.5795,0.98,0.4545,0.92,0.1251,0.99,0.2846,0.46,0.35,0.63,0.4833,0.86,0.311,0.95,0.211,0.91,0.3453,0.03,0.445,0.03
27,DAVIDSON,EKWU.NATHAN,MICHELSEN.OSKAR,141:54,237.36,67.7333,0.28,0.1587,0.97,1.1122,0.89,0.9535,0.96,0.5214,0.67,0.419,0.79,0.1306,0.99,0.2636,0.29,0.3286,0.45,0.4674,0.95,0.3315,0.88,0.1957,0.72,0.2419,0.93,0.4837,0.01
28,DAVIDSON,BARHAM.JORDAN,MCAULIFFE.ANDREW,136:26,223.56,67.6765,0.28,0.0188,0.59,1.1048,0.85,1.086,0.21,0.5316,0.77,0.3947,0.67,0.1655,0.85,0.3,0.63,0.3895,0.87,0.5311,0.21,0.3493,0.74,0.1437,0.01,0.2605,0.83,0.2679,0.9
