,TEAM,TEAM A,TEAM B,TEAM C,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
23,DAVIDSON,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,170:48,269.72,64.2871,0.02,0.005,0.54,1.0529,0.61,1.048,0.43,0.4939,0.33,0.4898,0.98,0.1631,0.88,0.3032,0.66,0.2571,0.03,0.5,0.64,0.356,0.69,0.159,0.11,0.2922,0.42,0.252,0.96
24,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,SULLIVAN.BRIAN,161:17,255.4,65.7292,0.07,0.0948,0.84,1.1433,0.95,1.0485,0.42,0.526,0.7,0.4589,0.93,0.1488,0.97,0.2941,0.59,0.2597,0.04,0.4831,0.86,0.322,0.92,0.1571,0.1,0.2933,0.4,0.3729,0.25
25,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,154:04,252.76,66.5558,0.13,0.1584,0.97,1.1711,0.98,1.0126,0.72,0.5316,0.77,0.4768,0.98,0.1464,0.97,0.3214,0.82,0.2278,0.01,0.4556,0.98,0.3511,0.74,0.1579,0.1,0.298,0.34,0.3911,0.16
26,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,152:52,242.4,65.7211,0.07,0.1103,0.89,1.1139,0.89,1.0036,0.78,0.4977,0.38,0.4252,0.81,0.1568,0.92,0.3481,0.96,0.3972,0.89,0.4845,0.84,0.3496,0.74,0.175,0.34,0.2847,0.53,0.2522,0.95
27,DAVIDSON,GIBBS.JACK,KALINOSKI.TYLER,MICHELSEN.OSKAR,152:33,271.8,71.4737,0.8,0.1419,0.96,1.2288,0.99,1.087,0.21,0.5729,0.97,0.4534,0.91,0.1251,0.99,0.292,0.53,0.2834,0.12,0.5378,0.17,0.3333,0.87,0.1805,0.43,0.2878,0.49,0.3778,0.23
28,DAVIDSON,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,149:48,247.28,68.7195,0.4,0.1049,0.86,1.193,0.99,1.0881,0.2,0.5655,0.95,0.4078,0.74,0.1456,0.98,0.2821,0.44,0.4223,0.96,0.5128,0.44,0.3574,0.66,0.1625,0.14,0.3169,0.15,0.3064,0.68
29,DAVIDSON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,147:51,248.68,67.5701,0.27,-0.0434,0.31,1.0495,0.58,1.0929,0.18,0.5405,0.85,0.4762,0.98,0.181,0.58,0.2231,0.05,0.2238,0.01,0.5174,0.36,0.3783,0.43,0.1452,0.02,0.3165,0.15,0.2565,0.94
30,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MICHELSEN.OSKAR,145:47,251.64,69.0924,0.43,0.0694,0.75,1.1485,0.96,1.0791,0.24,0.5323,0.78,0.4655,0.95,0.151,0.95,0.3162,0.77,0.2414,0.01,0.4775,0.89,0.3468,0.76,0.1444,0.01,0.3133,0.17,0.3919,0.16
31,DAVIDSON,KALINOSKI.TYLER,SULLIVAN.BRIAN,WATKINS.JORDAN,140:52,227.24,66.1657,0.08,0.2962,0.99,1.2542,0.99,0.958,0.95,0.5858,0.99,0.4608,0.93,0.1364,0.99,0.3223,0.82,0.348,0.63,0.4744,0.91,0.2923,0.99,0.2162,0.95,0.32,0.12,0.3487,0.38
32,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,WATKINS.JORDAN,127:30,197.0,63.2441,0.01,0.171,0.97,1.1827,0.99,1.0117,0.73,0.5549,0.94,0.4286,0.82,0.1218,0.99,0.2818,0.44,0.2747,0.07,0.512,0.45,0.3114,0.95,0.2346,0.99,0.3714,0.01,0.3892,0.17
