,TEAM,TEAM A,TEAM B,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
15,MINNESOTA,KALSCHEUR.GABE,WASHINGTON.ISAIAH,205:52,357.88,68.4566,0.37,0.0563,0.73,1.0395,0.51,0.9831,0.9,0.4636,0.05,0.3344,0.2,0.1956,0.25,0.3646,0.98,0.4205,0.96,0.4762,0.9,0.3435,0.78,0.1832,0.49,0.2941,0.39,0.3231,0.56
16,MINNESOTA,MCBRAYER.DUPREE,WASHINGTON.ISAIAH,201:14,358.72,70.7224,0.71,-0.0879,0.19,1.037,0.5,1.1249,0.05,0.4878,0.23,0.2822,0.05,0.184,0.51,0.309,0.7,0.4808,0.99,0.5372,0.17,0.2838,0.99,0.1562,0.09,0.2994,0.33,0.3919,0.16
17,MINNESOTA,CURRY.ERIC,KALSCHEUR.GABE,191:33,309.04,65.0932,0.04,-0.0039,0.49,1.0646,0.66,1.0685,0.3,0.5076,0.49,0.3435,0.26,0.1586,0.91,0.2577,0.24,0.3473,0.62,0.5315,0.21,0.3963,0.27,0.1663,0.21,0.255,0.86,0.2407,0.98
18,MINNESOTA,CURRY.ERIC,MURPHY.JORDAN,180:46,297.0,66.5067,0.13,-0.0037,0.49,1.0707,0.69,1.0744,0.26,0.502,0.43,0.352,0.32,0.1515,0.95,0.2642,0.29,0.4,0.9,0.5442,0.11,0.3735,0.49,0.1857,0.53,0.2628,0.81,0.2972,0.76
19,MINNESOTA,COFFEY.AMIR,STOCKMAN.MATZ,167:01,293.76,70.0263,0.62,0.1542,0.97,1.12,0.91,0.9658,0.95,0.5142,0.57,0.2874,0.06,0.1634,0.88,0.3092,0.71,0.4211,0.96,0.4449,0.99,0.302,0.98,0.189,0.61,0.2893,0.45,0.3429,0.41
20,MINNESOTA,MURPHY.JORDAN,STOCKMAN.MATZ,148:02,252.96,67.2919,0.22,0.1904,0.97,1.1741,0.98,0.9837,0.9,0.5436,0.88,0.2936,0.07,0.1581,0.91,0.3307,0.87,0.3853,0.86,0.446,0.99,0.3192,0.93,0.1796,0.41,0.3103,0.2,0.3521,0.35
21,MINNESOTA,MCBRAYER.DUPREE,STOCKMAN.MATZ,147:36,259.04,69.8449,0.58,0.0857,0.82,1.1041,0.85,1.0184,0.68,0.532,0.78,0.2857,0.05,0.1776,0.62,0.2542,0.2,0.4483,0.99,0.4858,0.83,0.2986,0.98,0.2005,0.78,0.3158,0.15,0.3697,0.26
22,MINNESOTA,MURPHY.JORDAN,STULL.BROCK,142:19,229.04,63.2394,0.01,-0.0462,0.31,1.0086,0.3,1.0547,0.38,0.4724,0.08,0.2597,0.02,0.227,0.01,0.3729,0.99,0.5028,0.99,0.4848,0.84,0.303,0.98,0.15,0.05,0.3008,0.31,0.298,0.76
23,MINNESOTA,COFFEY.AMIR,STULL.BROCK,135:46,233.24,69.1022,0.45,-0.0559,0.29,0.9861,0.19,1.042,0.46,0.4297,0.01,0.2552,0.01,0.1886,0.39,0.3358,0.89,0.5,0.99,0.5074,0.52,0.302,0.98,0.1801,0.43,0.3017,0.3,0.2723,0.88
24,MINNESOTA,KALSCHEUR.GABE,STOCKMAN.MATZ,132:37,224.68,67.3636,0.23,0.1406,0.96,1.0682,0.69,0.9276,0.99,0.5223,0.68,0.3352,0.21,0.1958,0.25,0.2727,0.36,0.4022,0.9,0.4193,0.99,0.3542,0.71,0.191,0.63,0.3165,0.15,0.3542,0.35
25,MINNESOTA,OTURU.DANIEL,STULL.BROCK,132:26,194.88,60.0182,0.01,-0.1297,0.1,0.9288,0.03,1.0584,0.35,0.3846,0.01,0.2722,0.03,0.2155,0.05,0.4032,0.99,0.4556,0.99,0.4868,0.82,0.2804,0.99,0.1491,0.05,0.3304,0.08,0.2434,0.97
