index,DATE,TEAM,OPPONENT,TIME IN,TIME OUT,TOTAL_TIME,SCORE IN,SCORE OUT,+/-,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,POSS,FGM,FGA,2ptFGM,2ptFGA,3ptFGM,3ptFGA,FTM,FTA,AST,TO,OREB,DREB,STL,BLK,FOULS,Opp_POSS.,Opp_FGM,Opp_FGA,Opp_2ptFGM,Opp_2ptFGA,Opp_3ptFGM,Opp_3ptFGA,Opp_FTM,Opp_FTA,Opp_AST,Opp_TO,Opp_OREB,Opp_DREB,Opp_STL,Opp_BLK,Opp_FOULS
22,11/16/18,DAVIDSON,PURDUE,08:45,07:22,83,40-58,43-60,1,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,PRITCHETT.KISHAWN,1.0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1.88,0,5,0,1,0,4,2,2,0,0,4,0,0,0,0
23,11/16/18,DAVIDSON,PURDUE,07:22,04:27,175,43-60,48-69,-4,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.0,2,5,1,1,1,4,0,0,0,0,1,0,0,0,1,3.88,3,5,2,3,1,2,2,2,2,0,2,2,0,0,0
24,11/16/18,DAVIDSON,PURDUE,04:27,03:48,39,48-69,48-72,-3,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.44,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
25,11/16/18,DAVIDSON,PURDUE,03:48,00:54,174,48-72,55-78,1,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,4.88,3,4,3,3,0,1,1,2,0,0,0,2,1,0,1,4.88,2,5,1,4,1,1,1,2,1,1,2,2,0,0,1
0,11/18/18,DAVIDSON,NORTHEASTERN,20:00,16:25,215,0-0,5-4,1,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,2,4,1,1,1,3,0,0,2,1,0,4,0,0,1,6.0,2,6,2,4,0,2,0,0,1,0,0,2,1,0,1
1,11/18/18,DAVIDSON,NORTHEASTERN,16:25,16:15,10,5-4,5-4,0,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,11/18/18,DAVIDSON,NORTHEASTERN,16:15,12:32,223,5-4,7-9,-3,COLLINS.CARTER,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,6.0,1,5,1,4,0,1,0,0,1,1,0,4,0,0,2,5.88,1,5,0,1,1,4,2,2,1,0,0,4,1,0,0
3,11/18/18,DAVIDSON,NORTHEASTERN,12:32,07:14,318,7-9,20-18,4,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,8.0,5,7,2,3,3,4,0,0,3,2,1,2,1,0,2,9.0,4,8,3,4,1,4,0,0,2,2,1,1,2,0,0
4,11/18/18,DAVIDSON,NORTHEASTERN,07:14,03:22,232,20-18,24-21,1,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,5.88,1,7,0,1,1,6,1,2,1,0,2,3,0,1,0,5.0,1,5,0,1,1,4,0,0,1,1,1,4,0,0,3
5,11/18/18,DAVIDSON,NORTHEASTERN,03:22,02:01,81,24-21,26-26,-3,CZERAPOWICZ.DAVID,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,2,2,1,1,1,1,0,0,2,0,0,0,0,0,0
6,11/18/18,DAVIDSON,NORTHEASTERN,02:01,00:00,121,26-26,28-28,0,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,3.0,1,3,1,2,0,1,0,0,1,1,1,2,1,0,0,4.0,1,4,1,1,0,3,0,0,0,1,1,1,0,0,0
7,11/18/18,DAVIDSON,NORTHEASTERN,20:00,15:25,275,28-28,40-34,6,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,9.88,5,7,4,5,1,2,1,2,4,2,0,2,3,0,1,8.0,3,6,3,4,0,2,0,0,1,3,1,3,1,0,3
8,11/18/18,DAVIDSON,NORTHEASTERN,15:25,14:53,32,40-34,42-34,2,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9,11/18/18,DAVIDSON,NORTHEASTERN,14:53,12:44,129,42-34,51-37,6,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.88,3,3,2,2,1,1,2,2,2,0,0,2,0,0,1,3.0,1,4,0,1,1,3,0,0,1,0,1,0,0,0,1
10,11/18/18,DAVIDSON,NORTHEASTERN,12:44,11:23,81,51-37,55-39,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,2,2,2,2,0,0,0,0,2,0,0,0,1,0,0,2.0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0
11,11/18/18,DAVIDSON,NORTHEASTERN,11:23,09:18,125,55-39,58-41,1,COLLINS.CARTER,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,KOVACEVIC.DUSAN,3.0,1,3,0,0,1,3,0,0,1,1,1,1,0,0,1,3.0,1,3,1,2,0,1,0,0,0,1,1,1,1,0,0
13,11/18/18,DAVIDSON,NORTHEASTERN,07:45,06:06,99,58-44,58-48,-4,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,0,3,0,2,0,1,0,0,0,0,1,2,0,0,2,3.3200000000000003,1,2,1,1,0,1,2,3,1,0,0,2,0,0,0
14,11/18/18,DAVIDSON,NORTHEASTERN,06:06,04:44,82,58-48,63-51,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.3200000000000003,1,1,0,0,1,1,2,3,1,0,0,0,0,0,0,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
15,11/18/18,DAVIDSON,NORTHEASTERN,04:44,00:43,241,63-51,68-59,-3,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,7.76,1,4,1,4,0,0,3,4,0,3,1,3,1,0,1,7.879999999999999,2,6,0,2,2,4,2,2,2,2,1,3,2,0,3
17,11/18/18,DAVIDSON,NORTHEASTERN,00:30,00:00,30,68-59,71-59,3,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.76,0,0,0,0,0,0,3,4,0,0,0,1,1,1,0,2.0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,2
0,11/24/18,DAVIDSON,NORTHEASTERN,20:00,17:43,137,0-0,4-7,-3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.0,2,4,2,3,0,1,0,0,1,1,1,2,0,0,1,3.88,2,3,0,1,2,2,1,2,2,0,0,1,1,0,0
1,11/24/18,DAVIDSON,NORTHEASTERN,17:43,17:31,12,4-7,4-7,0,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11/24/18,DAVIDSON,NORTHEASTERN,17:31,17:19,12,4-7,4-7,0,COLLINS.CARTER,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11/24/18,DAVIDSON,NORTHEASTERN,17:19,15:36,103,4-7,6-9,0,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,3.0,1,3,1,2,0,1,0,0,0,0,0,0,2,0,0,3.0,1,2,1,2,0,0,0,0,0,2,1,2,0,0,1
4,11/24/18,DAVIDSON,NORTHEASTERN,15:36,12:27,189,6-9,14-15,2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,6.44,3,6,1,1,2,5,0,1,2,0,0,4,0,1,0,6.0,2,6,0,2,2,4,0,0,1,0,0,4,0,0,1
5,11/24/18,DAVIDSON,NORTHEASTERN,12:27,11:41,46,14-15,16-18,-1,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
6,11/24/18,DAVIDSON,NORTHEASTERN,11:41,08:19,202,16-18,20-22,0,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,2,4,2,2,0,2,0,0,2,1,0,2,0,0,1,6.0,2,5,2,4,0,1,0,0,0,2,1,2,0,0,1
7,11/24/18,DAVIDSON,NORTHEASTERN,08:19,05:57,142,20-22,26-24,4,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,3.0,2,4,0,2,2,2,0,0,2,0,1,2,0,0,0,3.0,1,3,1,3,0,0,0,0,1,0,0,1,0,0,1
8,11/24/18,DAVIDSON,NORTHEASTERN,05:57,04:52,65,26-24,29-24,3,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.0,1,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
9,11/24/18,DAVIDSON,NORTHEASTERN,04:52,03:05,107,29-24,33-30,-2,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,2,3.44,3,3,3,3,0,0,0,1,2,0,0,0,0,0,1
10,11/24/18,DAVIDSON,NORTHEASTERN,03:05,01:45,80,33-30,37-30,4,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.88,1,3,1,2,0,1,2,2,0,1,2,0,2,0,0,2.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
11,11/24/18,DAVIDSON,NORTHEASTERN,01:45,00:00,105,37-30,41-32,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.88,1,2,1,2,0,0,2,2,0,0,1,1,0,0,0,3.0,1,3,1,2,0,1,0,0,0,1,1,0,0,0,1
12,11/24/18,DAVIDSON,NORTHEASTERN,20:00,16:23,217,41-32,50-38,3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,6.440000000000001,4,7,3,5,1,2,0,1,1,1,2,3,1,1,3,6.76,1,4,1,3,0,1,4,4,0,1,0,2,1,0,1
14,11/24/18,DAVIDSON,NORTHEASTERN,15:36,14:32,64,52-40,52-44,-4,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2.44,1,1,0,0,1,1,1,1,1,1,0,2,0,0,1
15,11/24/18,DAVIDSON,NORTHEASTERN,14:32,12:40,112,52-44,54-48,-2,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,3.0,1,3,1,1,0,2,0,0,0,1,1,1,0,0,1,2.88,1,2,1,1,0,1,2,2,0,0,0,1,1,0,1
16,11/24/18,DAVIDSON,NORTHEASTERN,12:40,11:24,76,54-48,54-48,0,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,2.0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,1,1.44,0,2,0,1,0,1,0,1,0,0,1,1,1,1,1
17,11/24/18,DAVIDSON,NORTHEASTERN,11:24,10:50,34,54-48,56-48,2,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,PRITCHETT.KISHAWN,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,11/24/18,DAVIDSON,NORTHEASTERN,10:50,06:26,264,56-48,65-54,3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,8.0,4,5,3,3,1,2,0,0,2,3,0,2,0,0,2,6.76,2,4,2,4,0,0,2,4,1,1,0,1,1,0,2
19,11/24/18,DAVIDSON,NORTHEASTERN,06:26,04:33,113,65-54,67-60,-4,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.88,0,2,0,2,0,0,2,2,0,1,1,0,1,0,1,3.44,2,2,1,1,1,1,1,1,2,1,0,1,1,1,1
20,11/24/18,DAVIDSON,NORTHEASTERN,04:33,02:13,140,67-60,69-66,-4,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.88,0,3,0,1,0,2,2,2,0,0,1,1,0,0,2,2.76,1,2,0,0,1,2,3,4,0,0,1,2,0,0,1
21,11/24/18,DAVIDSON,NORTHEASTERN,02:13,00:37,96,69-66,73-66,4,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.88,1,3,1,2,0,1,2,2,0,0,0,2,1,1,1,3.88,0,2,0,1,0,1,0,2,0,2,1,2,0,0,1
22,11/24/18,DAVIDSON,NORTHEASTERN,00:37,00:35,2,73-66,75-67,1,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
0,11/27/18,DAVIDSON,CHARLOTTE,20:00,15:35,265,0-0,9-7,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.88,3,5,2,2,1,3,2,2,3,0,0,1,0,0,1,5.88,2,3,1,1,1,2,2,2,0,2,0,2,0,0,3
1,11/27/18,DAVIDSON,CHARLOTTE,15:35,14:12,83,9-7,11-9,0,COLLINS.CARTER,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,1,2,1,2,0,0,0,0,1,0,0,2,0,0,2,2.44,1,3,1,1,0,2,0,1,0,0,1,1,0,0,0
2,11/27/18,DAVIDSON,CHARLOTTE,14:12,13:39,33,11-9,13-10,1,CZERAPOWICZ.DAVID,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
3,11/27/18,DAVIDSON,CHARLOTTE,13:39,12:13,86,13-10,19-12,4,CZERAPOWICZ.DAVID,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.44,2,3,1,1,1,2,1,1,1,0,0,1,0,0,0,2.0,1,2,1,2,0,0,0,0,1,0,0,1,0,0,1
4,11/27/18,DAVIDSON,CHARLOTTE,12:13,11:18,55,19-12,19-12,0,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,3.0,0,3,0,1,0,2,0,0,0,0,0,1,1,0,1
5,11/27/18,DAVIDSON,CHARLOTTE,11:18,10:23,55,19-12,21-13,1,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1.88,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0
6,11/27/18,DAVIDSON,CHARLOTTE,10:23,06:48,215,21-13,25-20,-3,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,2,3,2,2,0,1,0,0,2,2,0,2,0,0,0,5.0,3,5,2,4,1,1,0,0,3,0,0,1,1,0,0
7,11/27/18,DAVIDSON,CHARLOTTE,06:48,06:21,27,25-20,27-21,1,CZERAPOWICZ.DAVID,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
8,11/27/18,DAVIDSON,CHARLOTTE,06:21,04:21,120,27-21,32-23,3,COLLINS.CARTER,CZERAPOWICZ.DAVID,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.0,2,2,1,1,1,1,0,0,0,1,0,1,0,0,1,2.0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0
9,11/27/18,DAVIDSON,CHARLOTTE,04:21,03:10,71,32-23,35-25,1,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.44,1,2,1,2,0,0,1,1,0,0,0,1,0,0,0,2.0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1
10,11/27/18,DAVIDSON,CHARLOTTE,03:10,00:07,183,35-25,35-27,-2,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,4.0,0,4,0,1,0,3,0,0,0,1,1,3,1,0,0,5.0,1,4,1,2,0,2,0,0,1,1,0,3,0,1,0
11,11/27/18,DAVIDSON,CHARLOTTE,00:07,00:00,7,35-27,35-27,0,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12,11/27/18,DAVIDSON,CHARLOTTE,20:00,15:58,242,35-27,40-31,1,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,6.0,2,6,1,2,1,4,0,0,1,2,2,3,0,1,2,5.88,1,4,1,3,0,1,2,2,1,1,0,2,2,0,1
13,11/27/18,DAVIDSON,CHARLOTTE,15:58,14:32,86,40-31,46-34,3,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,2,1.44,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0
16,11/27/18,DAVIDSON,CHARLOTTE,12:49,12:07,42,51-39,53-39,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,1.88,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
17,11/27/18,DAVIDSON,CHARLOTTE,12:07,10:04,123,53-39,56-42,0,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,1,2,0,0,1,2,0,0,0,0,0,2,0,0,0,3.0,1,3,0,0,1,3,0,0,0,0,0,1,0,0,0
18,11/27/18,DAVIDSON,CHARLOTTE,10:04,08:35,89,56-42,61-46,1,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,2,2,1,1,1,1,0,0,2,0,0,0,0,1,2,1.7599999999999998,0,2,0,2,0,0,4,4,0,0,2,0,0,0,0
19,11/27/18,DAVIDSON,CHARLOTTE,08:35,07:20,75,61-46,63-46,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.88,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
20,11/27/18,DAVIDSON,CHARLOTTE,07:20,03:51,209,63-46,73-51,5,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,7.880000000000001,4,8,4,5,0,3,2,2,0,0,1,1,4,0,1,6.88,2,2,2,2,0,0,1,2,1,4,0,3,0,1,2
21,11/27/18,DAVIDSON,CHARLOTTE,03:51,02:05,106,73-51,76-54,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,2.0,1,2,0,0,1,2,0,0,1,0,0,2,0,0,1,2.88,1,3,1,1,0,2,1,2,1,0,1,1,0,0,0
0,12/01/18,DAVIDSON,UNCW,20:00,18:52,68,0-0,5-0,5,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,2,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12/01/18,DAVIDSON,UNCW,18:52,15:53,179,5-0,11-6,0,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,2,4,0,1,2,3,0,0,2,1,0,1,0,0,1,5.0,3,4,3,4,0,0,0,0,2,1,0,2,0,0,2
2,12/01/18,DAVIDSON,UNCW,15:53,14:19,94,11-6,14-9,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,2,2.88,1,3,1,1,0,2,1,2,0,0,1,0,1,0,0
3,12/01/18,DAVIDSON,UNCW,14:19,12:59,80,14-9,16-9,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.0,1,4,1,2,0,2,0,0,0,0,1,1,0,1,1,2.0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1
4,12/01/18,DAVIDSON,UNCW,12:59,11:37,82,16-9,18-13,-2,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,1,2.88,1,3,1,2,0,1,2,2,0,0,1,1,0,0,0
5,12/01/18,DAVIDSON,UNCW,11:37,08:15,202,18-13,23-24,-6,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,6.0,2,5,1,1,1,4,0,0,1,1,0,2,0,0,2,5.76,3,4,0,0,3,4,2,4,3,0,0,3,0,0,0
6,12/01/18,DAVIDSON,UNCW,08:15,06:56,79,23-24,23-27,-3,COLLINS.CARTER,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,2,0,0,1,2,0,0,1,0,1,1,0,0,1
8,12/01/18,DAVIDSON,UNCW,06:00,04:32,88,26-28,28-29,1,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,4.0,1,2,1,1,0,1,0,0,0,2,0,1,2,0,2,3.88,0,1,0,0,0,1,1,2,0,2,0,1,1,0,0
9,12/01/18,DAVIDSON,UNCW,04:32,00:31,241,28-29,38-34,5,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,7.76,3,5,2,3,1,2,3,4,2,1,0,5,0,0,3,6.76,1,6,1,3,0,3,3,4,0,0,1,2,0,0,4
12,12/01/18,DAVIDSON,UNCW,20:00,16:59,181,39-34,44-43,-4,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.88,1,3,0,0,1,3,2,2,1,1,0,1,0,0,3,4.88,3,5,2,3,1,2,2,2,2,0,1,2,0,0,2
13,12/01/18,DAVIDSON,UNCW,16:59,16:32,27,44-43,47-45,1,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.44,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1.0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,1
14,12/01/18,DAVIDSON,UNCW,16:32,16:06,26,47-45,47-45,0,COLLINS.CARTER,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,12/01/18,DAVIDSON,UNCW,16:06,15:19,47,47-45,47-45,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
